id;imdb_id;title;original_title;release_date;runtime;original_language;popularity;homepage;budget;revenue;status;tagline;overview
11216;tt0095765;Cinema Paradiso;Nuovo Cinema Paradiso;1988-11-17;124;it;5.53;unknown;0;11990401;Released;A celebration of youth, friendship, and the everlasting magic of the movies.;A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.
582;tt0405094;The Lives of Others;Das Leben der Anderen;2006-03-15;137;de;7.35;unknown;2000000;70000000;Released;Before the Fall of the Berlin Wall, East Germany's Secret Police Listened to Your Secrets.;A tragic love story set in East Berlin with the backdrop of an undercover Stasi controlled culture. Stasi captain Wieler is ordered to follow author Dreyman and plunges deeper and deeper into his life until he reaches the threshold of doubting the system.
12477;tt0095327;Grave of the Fireflies;?????;1988-04-16;89;ja;8.88;unknown;3700000;0;Released;At 4 and 14, they tried to live on;In the latter part of World War II, a boy and his sister, orphaned when their mother is killed in the firebombing of Tokyo, are left to survive on their own in what remains of civilian life in Japan. The plot follows this boy and his sister as they do their best to survive in the Japanese countryside, battling hunger, prejudice, and pride in their own quiet, personal battle.
975;tt0050825;Paths of Glory;Paths of Glory;1957-09-18;88;en;8.35;unknown;935000;0;Released;It explodes in the no-man's land no picture ever dared cross before!;During World War I, commanding officer General Broulard (Adolphe Menjou) orders his subordinate, General Mireau (George Macready), to attack a German trench position, offering a promotion as an incentive. Though the mission is foolhardy to the point of suicide, Mireau commands his own subordinate, Colonel Dax (Kirk Douglas), to plan the attack. When it ends in disaster, General Mireau demands the court-martial of three random soldiers in order to save face.
68718;tt1853728;Django Unchained;Django Unchained;2012-12-25;165;en;6.05;http://unchainedmovie.com/;100000000;425368238;Released;Life, liberty and the pursuit of vengeance.;With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.
694;tt0081505;The Shining;The Shining;1980-05-22;144;en;8.14;unknown;19000000;44017374;Released;A masterpiece of modern horror.;Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.
10681;tt0910970;WALL·E;WALL·E;2008-06-22;98;en;6.02;http://disney.go.com/disneypictures/wall-e/;180000000;521311860;Released;An adventure beyond the ordinar-E.;WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.
14;tt0169547;American Beauty;American Beauty;1999-09-15;122;en;8.37;http://www.dreamworks.com/ab/;15000000;356296601;Released;Look closer.;Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.
49026;tt1345836;The Dark Knight Rises;The Dark Knight Rises;2012-07-16;165;en;5.18;http://www.thedarkknightrises.com/;250000000;1084939099;Released;The Legend Ends;Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.
128;tt0119698;Princess Mononoke;?????;1997-07-12;134;ja;5.71;unknown;26500000;159375308;Released;The Fate Of The World Rests On The Courage Of One Warrior.;Ashitaka, a prince of the disappearing Ainu tribe, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.
679;tt0090605;Aliens;Aliens;1986-07-18;137;en;9.23;unknown;18500000;183316455;Released;This Time It's War;When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story, all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.
670;tt0364569;Oldboy;????;2003-01-01;120;ko;8.33;unknown;3000000;14980005;Released;15 years of imprisonment, five days of vengeance;With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.
311;tt0087843;Once Upon a Time in America;Once Upon a Time in America;1984-02-16;229;en;8.93;unknown;30000000;0;Released;Crime, passion and lust for power - Sergio Leone's explosive saga of gangland America.;A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.
37257;tt0051201;Witness for the Prosecution;Witness for the Prosecution;1957-01-01;116;en;4.91;unknown;3000000;9000000;Released;unknown;When Leonard Vole is arrested for the sensational murder of a rich, middle-aged widow, the famous Sir Wilfrid Robarts agrees to appear on his behalf. Sir Wilfrid, recovering from a near-fatal heart attack, is supposed to be on a diet of bland, civil suits , but the lure of the criminal courts is too much for him, especially when the case is so difficult.
387;tt0082096;Das Boot;Das Boot;1981-09-16;149;de;5.88;http://www.dasboot.com;14000000;85000000;Released;When the hunters become the hunted;A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.
15;tt0033467;Citizen Kane;Citizen Kane;1941-04-30;119;en;5.50;unknown;839727;23217674;Released;It's Terrific!;Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.
360814;tt5074352;Dangal;????;2016-12-23;161;hi;6.52;unknown;10400000;180000000;Released;unknown;Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.
213;tt0053125;North by Northwest;North by Northwest;1959-07-08;136;en;6.87;unknown;4000000;13275000;Released;It's a deadly game of 'tag' and Cary Grant is 'it'...;Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.
426;tt0052357;Vertigo;Vertigo;1958-05-09;128;en;5.86;unknown;2479000;28000000;Released;Alfred Hitchcock engulfs you in a whirlpool of terror and tension!;A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.
1892;tt0086190;Return of the Jedi;Return of the Jedi;1983-05-23;135;en;8.58;http://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi;32350000;572700000;Released;The Empire Falls...;As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.
500;tt0105236;Reservoir Dogs;Reservoir Dogs;1992-06-25;99;en;7.68;unknown;1200000;14661007;Released;Every dog has his day.;A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.
197;tt0112573;Braveheart;Braveheart;1995-05-24;177;en;6.05;unknown;72000000;210000000;Released;Every man dies. Not every man truly lives.;Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.
832;tt0022100;M;M;1931-05-11;117;de;5.55;unknown;0;0;Released;unknown;In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.
641;tt0180093;Requiem for a Dream;Requiem for a Dream;2000-10-27;102;en;5.05;http://www.requiemforadream.com/;4500000;7390108;Released;unknown;The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.
194;tt0211915;Amélie;Le fabuleux destin d'Amélie Poulain;2001-04-25;122;fr;6.31;http://www.die-fabelhafte-welt-der-amelie.de;10000000;173921954;Released;One person can change your life forever.;At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?
7508;tt0986264;Taare Zameen Par;Taare Zameen Par;2007-12-21;165;hi;5.28;http://www.taarezameenpar.com/;2600000;28430000;Released;Every child is special;Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class, he is then sent to boarding school, where his life changes forever.
185;tt0066921;A Clockwork Orange;A Clockwork Orange;1971-12-18;136;en;5.76;unknown;2200000;26589000;Released;Being the adventures of a young man whose principal interests are rape, ultra-violence and Beethoven.;"Demonic gang-leader Alex goes on the spree of rape, mugging and murder with his pack of ""droogs"". But he's a boy who also likes Beethoven's Ninth and a bit of ""the old in-out, in-out"". He later finds himself at the mercy of the state and its brainwashing experiment designed to take violence off the streets."
947;tt0056172;Lawrence of Arabia;Lawrence of Arabia;1962-12-10;216;en;6.89;unknown;15000000;69995385;Released;unknown;An epic about British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.
103;tt0075314;Taxi Driver;Taxi Driver;1976-02-07;114;en;5.96;unknown;1300000;28262574;Released;On every street in every city, there's a nobody who dreams of being a somebody.;A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.
996;tt0036775;Double Indemnity;Double Indemnity;1944-04-24;107;en;8.65;unknown;927262;2500000;Released;From the Moment they met it was Murder!;Unsuspecting Mr. Dietrichson becomes increasingly accident prone after his icily calculating wife encourages him to sign a double indemnity policy proposed by a smooth-talking insurance agent. Against a backdrop of distinctly California settings, the partners in crime plan the perfect murder to collect the insurance. Perfect until a claims manager gets a familiar feeling of foul play and pursues the matter relentlessly.
38;tt0338013;Eternal Sunshine of the Spotless Mind;Eternal Sunshine of the Spotless Mind;2004-03-19;108;en;8.80;http://www.eternalsunshine.com;20000000;72258126;Released;You can erase someone from your mind. Getting them out of your heart is another story.;Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.
279;tt0086879;Amadeus;Amadeus;1984-10-26;160;en;9.48;unknown;18000000;51973029;Released;...Everything you've heard is true;The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival Antonio Salieri , now confined to an insane asylum.
595;tt0056592;To Kill a Mockingbird;To Kill a Mockingbird;1962-12-25;129;en;5.28;unknown;2000000;13129846;Released;unknown;In a small Alabama town in the 1930s, scrupulously honest and highly respected lawyer, Atticus Finch puts his career on the line when he agrees to represent Tom Robinson, a black man accused of rape. The trial and the events surrounding it are seen through the eyes of Finch's six-year-old daughter, Scout. While Robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: Scout's ever-strengthening bond with older brother, Jem, her friendship with precocious young Dill Harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially Scout's reactions to, and relationship with, Boo Radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot.
10193;tt0435761;Toy Story 3;Toy Story 3;2010-06-16;103;en;8.92;http://disney.go.com/toystory/;200000000;1066969703;Released;No toy gets left behind.;Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.
600;tt0093058;Full Metal Jacket;Full Metal Jacket;1987-06-26;116;en;7.70;unknown;17000000;46357676;Released;Vietnam can kill me, but it can't make me care.;A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.
62;tt0062622;2001: A Space Odyssey;2001: A Space Odyssey;1968-04-05;149;en;5.06;unknown;10500000;68700000;Released;An epic drama of adventure and exploration;Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.
872;tt0045152;Singin' in the Rain;Singin' in the Rain;1952-04-10;103;en;7.54;unknown;2540800;7200000;Released;What a Glorious Feeling!;In 1927 Hollywood, Don Lockwood and Lina Lamont are a famous on-screen romantic pair in silent movies, but Lina mistakes the on-screen romance for real love. When their latest film is transformed into a musical, Don has the perfect voice for the songs, but strident voice faces the studio to dub her voice. Aspiring actress, Kathy Selden is brought in and, while she is working on the movie, Don falls in love with her.
372058;tt5311514;Your Name.;?????;2016-08-26;106;ja;8.53;https://www.funimationfilms.com/movie/yourname/;0;354425227;Released;unknown;High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki's body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.
9277;tt0070735;The Sting;The Sting;1973-12-25;129;en;8.08;unknown;5500000;159616327;Released;...all it takes is a little confidence.;Set in the 1930's this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang.
862;tt0114709;Toy Story;Toy Story;1995-10-30;81;en;5.47;http://toystory.disney.com/toy-story;30000000;373554033;Released;unknown;Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.
5156;tt0040522;Bicycle Thieves;Ladri di biciclette;1948-11-24;93;it;4.90;unknown;133000;361712;Released;A man and his son search for a stolen bicycle vital for his job.;Antonio, an unemployed man in the depressed post-WWII economy of Italy, at last finds a good job hanging up posters, the only requirement for which is that he must have his own bicycle. When Antonio's bicycle is stolen, he and his son are forced to walk the streets of Rome in search of it, or else face ruin.
10098;tt0012349;The Kid;The Kid;1921-01-21;68;en;5.93;unknown;250000;2500000;Released;6 reels of Joy.;Considered one of Charlie Chaplin's best films, The Kid also made a star of little Jackie Coogan, who plays a boy cared for by The Tramp when he's abandoned by his mother, Edna. Later, Edna has a change of heart and aches to be reunited with her son. When she finds him and wrests him from The Tramp, it makes for what turns out be one of the most heart-wrenching scenes ever included in a comedy.
16869;tt0361748;Inglourious Basterds;Inglourious Basterds;2009-08-18;153;en;5.85;http://www.inglouriousbasterds-movie.com/;70000000;319131050;Released;Once upon a time in Nazi occupied France...;"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers."
20453;tt1187043;3 Idiots;3 Idiots;2009-12-23;170;en;7.38;http://idiotsacademy.zapak.com/idiotsmain.php;9000000;70000000;Released;Don't BE A STUPID BE AN I.D.I.O.T.;"In the tradition of ""Ferris Bueller's Day Off"" comes this refreshing comedy about a rebellious prankster with a crafty mind and a heart of gold. Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down - along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school's uptight and heartless dean. But when Rancho catches the eye of the dean's sexy daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all."
107;tt0208092;Snatch;Snatch;2000-09-01;103;en;7.13;unknown;10000000;83557872;Released;Stealin' Stones and Breakin' Bones.;"The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film ""Lock, Stock and Two Smoking Barrels."" There are two overlapping stories here , one is the search for a stolen diamond, and the other about a boxing promoter who's having trouble with a psychotic gangster."
762;tt0071853;Monty Python and the Holy Grail;Monty Python and the Holy Grail;1975-03-13;91;en;8.97;http://www.sonypictures.com/cthe/montypython/;400000;5028948;Released;And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.;"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place""."
2118;tt0119488;L.A. Confidential;L.A. Confidential;1997-09-19;138;en;7.82;unknown;35000000;126216940;Released;Everything is suspect... Everyone is for sale... And nothing is what it seems.;Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.
938;tt0059578;For a Few Dollars More;Per qualche dollaro in più;1965-12-18;132;it;9.46;unknown;600000;15000000;Released;The man with no name is back... The man in black is waiting... a walking arsenal - he uncoils, strikes and kills!;"Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang."
103663;tt2106476;The Hunt;Jagten;2012-08-28;115;da;6.99;unknown;3800000;16800000;Released;The lie is spreading.;A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.
489;tt0119217;Good Will Hunting;Good Will Hunting;1997-12-05;126;en;6.98;http://www.miramax.com/movie/good-will-hunting;10000000;225933435;Released;Some people can never believe in themselves, until someone believes in them.;Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.
111;tt0086250;Scarface;Scarface;1983-12-08;170;en;5.63;unknown;25000000;65884703;Released;The world is yours...;After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.
13393;tt0476735;My Father and My Son;Babam ve o?lum;2005-11-18;108;tr;6.74;unknown;0;0;Released;unknown;A Turkish man, whose wife died while giving birth to his son during a military coup, finally returns home. Estranged from his father for turning his back on the family farm, he takes his 8 year-old and tries to repair relations.
284;tt0053604;The Apartment;The Apartment;1960-06-15;125;en;5.05;unknown;3000000;25000000;Released;Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!;Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.
548;tt0042876;Rashomon;???;1950-12-26;88;ja;7.98;unknown;250000;96568;Released;The husband, the wife...or the bandit?;In ancient Japan a crime take place as told from three different travelers who have experienced the crime: a man being killed and his wife being raped. Which if any of the stories is true? An Akira Kurosawa film about morals, truth, and communication.
60243;tt1832382;A Separation;????? ???? ?? ?????;2011-03-15;123;fa;7.04;unknown;800000;0;Released;Ugly truth, sweet lies.;A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.
19;tt0017136;Metropolis;Metropolis;1927-01-10;153;de;6.34;unknown;92620000;650422;Released;There can be no understanding between the hands and the brain unless the heart acts as mediator.;In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.
89;tt0097576;Indiana Jones and the Last Crusade;Indiana Jones and the Last Crusade;1989-05-24;127;en;7.08;http://www.indianajones.com/crusade;48000000;474171806;Released;The man with the hat is back. And this time, he's bringing his Dad.;When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.
705;tt0042192;All About Eve;All About Eve;1950-11-09;138;en;6.65;unknown;1400000;63463;Released;It's all about women... and their men!;From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.
11878;tt0055630;Yojimbo;???;1961-04-25;110;ja;5.75;unknown;0;0;Released;Better if all these men were dead. Think about it!;A nameless ronin, or samurai with no master, enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon and sake merchant Tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men.
272;tt0372784;Batman Begins;Batman Begins;2005-06-10;140;en;4.90;http://www2.warnerbros.com/batmanbegins/index.html;150000000;374218673;Released;Evil fears the knight.;Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.
14160;tt1049413;Up;Up;2009-05-13;96;en;4.55;http://disney.go.com/disneypictures/up/;175000000;735099082;Released;unknown;Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.
239;tt0053291;Some Like It Hot;Some Like It Hot;1959-03-18;122;en;9.33;unknown;2883848;25000000;Released;The movie too HOT for words!;Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.
3090;tt0040897;The Treasure of the Sierra Madre;The Treasure of the Sierra Madre;1948-01-24;126;en;7.66;unknown;3800000;4307000;Released;The nearer they get to their treasure, the farther they get from the law.;Fred C. Dobbs and Bob Curtin, both down on their luck in Tampico, Mexico in 1925, meet up with a grizzled prospector named Howard and decide to join with him in search of gold in the wilds of central Mexico. Through enormous difficulties, they eventually succeed in finding gold, but bandits, the elements, and most especially greed threaten to turn their success into disaster.
33;tt0105695;Unforgiven;Unforgiven;1992-08-07;131;en;6.44;unknown;14000000;159157447;Released;Some legends will never be forgotten. Some wrongs can never be forgiven.;William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.
613;tt0363163;Downfall;Der Untergang;2004-09-08;156;de;4.55;http://www.downfallthefilm.com/;18339750;92180910;Released;April 1945, a nation awaits its...Downfall;In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.
1578;tt0081398;Raging Bull;Raging Bull;1980-11-14;129;en;8.76;unknown;18000000;23000000;Released;unknown;When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.
562;tt0095016;Die Hard;Die Hard;1988-07-15;131;en;9.31;unknown;28000000;140767956;Released;40 Stories. Twelve Terrorists. One Cop.;NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.
1092;tt0041959;The Third Man;The Third Man;1949-08-31;104;en;7.21;unknown;0;596349;Released;Hunted by men ... Sought by WOMEN!;"Set in postwar Vienna, Austria, ""The Third Man"" stars Joseph Cotten as Holly Martins, a writer of pulp Westerns, who arrives penniless as a guest of his childhood chum Harry Lime, only to find him dead. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Maj. Calloway and falling head-over-heels for Harry's grief-stricken lover, Anna."
21334;tt0118849;Children of Heaven;??????? ?????;1997-08-01;89;fa;5.71;http://www.miramax.com/movie/children-of-heaven/;180000;900000;Released;A Little Secret...Their Biggest Adventure!;Zohre's shoes are gone, her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes, Ali's. School awaits...
949;tt0113277;Heat;Heat;1995-12-15;170;en;7.75;unknown;60000000;187436818;Released;A Los Angeles Crime Saga;Obsessive master thief, Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective, Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.
5925;tt0057115;The Great Escape;The Great Escape;1963-06-20;172;en;6.32;unknown;4000000;11744471;Released;Put a fence in front of these men... and they'll climb it!;The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocates them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.
829;tt0071315;Chinatown;Chinatown;1974-06-20;130;en;5.76;unknown;6000000;30000000;Released;You get tough. You get tender. You get close to each other. Maybe you even get close to the truth.;Private eye Jake Gittes lives off the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.
3782;tt0044741;Ikiru;???;1952-10-09;143;ja;5.60;unknown;0;55240;Released;One of the Great Films of Our Time!;Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.
1417;tt0457430;Pan's Labyrinth;El laberinto del fauno;2006-05-27;118;es;9.37;http://www.panslabyrinth.com;19000000;83258226;Released;What happens when make-believe believes it's real?;Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.
339403;tt3890160;Baby Driver;Baby Driver;2017-06-28;113;en;8.09;unknown;40000000;9029105;Released;All you need is one killer track.;After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.
8392;tt0096283;My Neighbor Totoro;???????;1988-04-16;86;ja;5.83;unknown;0;0;Released;These strange creatures still exist in Japan. Probably.;Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.
150540;tt2096673;Inside Out;Inside Out;2015-06-09;94;en;4.53;http://movies.disney.com/inside-out;175000000;857611174;Released;Meet the little voices inside your head.;Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.
